LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Ce0tralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,YrSold,SalePrice,SalePriceK,Sold_HigherThan_Median
40,5400,6,7,1926,2004,779,1149,1,1149,467,0,1616,0,0,2,0,3,1,5,0,1926,1,216,1,0,0,183,0,0,0,2007,152000,152,Less than median
62,10106,5,7,1940,1999,112,644,1,808,547,0,1355,1,0,2,0,4,2,6,0,0,0,0,1,140,0,0,0,0,0,2008,127500,127.5,Less than median
-1,10708,5,5,1955,1993,470,1617,1,1867,0,0,1867,1,0,1,0,2,1,7,3,1955,1,303,1,476,0,0,0,142,0,2009,190000,190,More than median
86,10562,8,5,2007,2007,294,1582,1,1610,551,0,2161,1,0,1,1,3,1,8,1,2007,3,789,1,178,120,0,0,0,0,2007,325624,325.62,More than median
62,8244,7,5,2004,2004,840,840,1,840,880,0,1720,0,0,2,1,3,1,7,1,2004,2,440,1,100,48,0,0,0,0,2007,183500,183.5,More than median
-1,16669,8,6,1981,1981,1686,1686,1,1707,0,0,1707,0,0,2,1,2,1,6,1,1981,2,511,1,574,64,0,0,0,0,2006,228000,228,More than median
-1,12358,5,6,1941,1950,360,720,1,854,0,528,1382,0,0,1,1,2,1,7,0,1991,2,660,1,237,0,0,0,0,0,2007,128500,128.5,Less than median
141,31770,6,5,1960,1960,441,1080,1,1656,0,0,1656,1,0,1,0,3,1,7,2,1960,2,528,1,210,62,0,0,0,0,2010,215000,215,More than median
44,5306,7,7,1987,1987,354,1064,1,1064,703,0,1767,1,0,2,0,2,1,5,1,1987,2,504,1,441,35,0,0,0,0,2006,239000,239,More than median
80,10197,6,5,1961,1961,700,1362,1,1362,0,0,1362,1,0,1,1,3,1,6,1,1961,2,504,1,0,20,0,0,0,0,2008,163000,163,Less than median
47,12416,6,5,1986,1986,0,1606,1,1651,0,0,1651,1,0,2,0,3,1,7,1,1986,2,616,1,192,0,0,0,0,0,2008,184000,184,More than median
84,12615,6,7,1950,2001,725,1202,1,2158,0,0,2158,1,0,2,0,4,1,7,1,1950,2,576,1,0,29,39,0,0,0,2007,243000,243,More than median
97,10029,6,5,1988,1989,320,1151,1,1164,896,0,2060,0,1,2,1,4,1,8,1,1988,2,521,1,0,228,0,0,192,0,2007,211000,211,More than median
-1,13650,5,5,1958,1958,554,1052,1,1252,668,0,1920,1,0,2,0,4,1,8,1,1958,2,451,1,0,0,0,0,0,0,2006,172500,172.5,More than median
63,17423,9,5,2008,2009,312,2216,1,2234,0,0,2234,1,0,2,0,1,1,9,1,2009,3,1166,1,0,60,0,0,0,0,2009,501837,501.84,More than median
60,8520,5,6,1923,2006,968,968,1,968,0,0,968,0,0,1,0,2,1,5,0,1935,2,480,0,0,0,184,0,0,0,2007,100000,100,Less than median
-1,2117,6,5,2000,2000,320,756,1,769,756,0,1525,0,0,2,1,3,1,5,1,2000,2,440,1,0,0,0,0,0,0,2007,177000,177,More than median
54,7588,7,6,1920,1950,441,793,1,901,901,0,1802,0,0,1,1,4,1,9,1,1920,1,216,1,0,0,40,0,0,0,2006,200100,200.1,More than median
60,9060,5,6,1957,2006,0,0,1,1340,0,0,1340,0,0,1,0,3,1,7,1,1957,1,252,1,116,0,0,180,0,0,2007,120000,120,Less than median
63,11426,7,5,2003,2003,1362,1362,1,1362,720,0,2082,0,0,2,1,3,1,6,0,2003,2,484,0,280,238,0,0,0,0,2008,200000,200,More than median
92,7438,5,8,1908,1991,504,504,1,936,316,0,1252,0,0,1,0,3,1,5,0,1986,2,576,1,104,0,0,0,0,0,2006,127000,127,Less than median
90,22950,10,9,1892,1993,1107,1107,1,1518,1518,572,3608,0,0,2,1,4,1,12,2,1993,3,840,1,0,260,0,0,410,0,2006,475000,475,More than median
-1,9947,7,5,1990,1991,577,1188,1,1217,0,0,1217,1,0,2,0,3,1,6,0,1990,2,497,1,168,27,0,0,0,0,2009,173000,173,More than median
60,10410,5,7,1916,1987,660,660,1,808,704,144,1656,0,0,2,1,3,1,8,0,1916,1,180,0,0,0,0,140,0,0,2009,135000,135,Less than median
64,7018,5,5,1979,1979,0,1086,1,1224,0,0,1224,2,0,0,2,2,2,6,2,1979,2,528,1,120,0,0,0,0,0,2009,153337,153.34,Less than median
41,4923,8,5,2001,2002,440,1593,1,1593,0,0,1593,1,0,1,1,0,1,5,1,2001,2,682,1,0,120,0,0,224,0,2008,286000,286,More than median
70,10570,8,8,1932,1994,556,853,1,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932,2,440,1,0,74,0,0,0,0,2007,315000,315,More than median
-1,7472,7,9,1972,2004,99,725,1,725,754,0,1479,1,0,1,1,4,1,7,0,1972,2,484,1,0,32,0,0,0,0,2007,184000,184,More than median
68,9017,7,5,1999,1999,871,1431,1,1431,0,0,1431,1,0,2,0,3,1,6,0,1999,2,666,1,0,35,0,0,0,0,2009,192000,192,More than median
24,2522,7,5,2004,2004,970,970,1,970,739,0,1709,0,0,2,0,3,1,7,0,2004,2,380,1,0,40,0,0,0,0,2006,130000,130,Less than median
60,7180,5,7,1972,1972,474,864,1,864,0,0,864,0,0,1,0,3,1,5,0,1989,1,352,1,0,0,0,0,0,0,2008,127000,127,Less than median
24,2280,6,6,1976,1976,289,855,1,855,601,0,1456,0,0,2,1,3,1,7,1,1976,2,440,1,87,0,0,0,0,0,2009,148500,148.5,Less than median
79,9416,7,5,2007,2007,600,1726,1,1726,0,0,1726,1,0,2,0,3,1,8,1,2007,3,786,1,171,138,0,0,266,0,2007,311872,311.87,More than median
174,25419,8,4,1918,1990,140,1360,1,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918,2,795,1,0,16,552,0,0,512,2006,235000,235,More than median
92,5520,6,6,1912,1950,755,755,1,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,1,0,198,30,0,0,0,2009,104000,104,Less than median
76,9591,8,5,2004,2005,625,1713,1,1713,0,0,1713,1,0,2,0,3,1,7,1,2004,3,856,1,0,26,0,0,170,0,2009,274900,274.9,More than median
80,8546,4,5,2003,2004,1121,1121,1,1121,0,0,1121,0,0,2,0,2,1,5,0,2003,2,440,1,132,64,0,0,0,0,2010,140000,140,Less than median
75,10125,6,6,1977,1977,276,1196,1,1279,0,0,1279,0,1,2,0,3,1,6,2,1980,2,473,1,238,83,0,0,0,0,2008,171500,171.5,More than median
50,7000,6,6,1924,1950,0,617,1,865,445,0,1310,0,0,2,0,2,1,6,0,1924,1,398,1,0,0,126,0,0,0,2006,112000,112,Less than median
-1,4438,6,5,2004,2004,186,848,1,848,0,0,848,1,0,1,0,1,1,3,1,2004,2,420,1,149,0,0,0,0,0,2008,149000,149,Less than median
50,3500,5,7,1947,1950,408,720,1,720,564,0,1284,0,0,1,1,2,1,5,0,1948,1,240,1,0,35,0,0,0,0,2009,110000,110,Less than median
99,11851,7,5,1990,1990,1424,1424,1,1442,0,0,1442,0,0,2,0,3,1,5,0,1990,2,500,1,0,34,0,508,0,0,2009,180500,180.5,More than median
40,13673,5,5,1962,1962,1140,1140,1,1696,0,0,1696,0,0,1,1,3,1,8,1,1962,1,349,1,0,30,0,0,0,0,2007,143900,143.9,Less than median
-1,12493,4,5,1960,1960,375,1100,1,1100,0,0,1100,1,0,1,0,3,1,6,1,1960,1,312,1,355,0,0,0,0,0,2008,141000,141,Less than median
-1,14364,7,5,1988,1989,92,1157,1,1180,882,0,2062,1,0,2,1,3,1,7,1,1988,2,454,1,60,55,0,0,154,0,2007,277000,277,More than median
75,8250,6,7,1964,1964,305,1092,1,1092,0,0,1092,1,0,1,0,3,1,6,0,1964,2,504,1,0,0,0,0,0,0,2008,145000,145,Less than median
67,5604,5,6,1925,1950,396,864,0,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,1,0,0,96,0,0,0,2008,98000,98,Less than median
83,10420,6,5,2009,2009,1176,1212,1,1212,0,0,1212,0,0,2,0,3,1,6,0,2009,2,460,1,100,22,0,0,0,0,2010,186000,186,More than median
72,8640,7,5,2009,2009,78,900,1,932,920,0,1852,1,0,2,1,3,1,7,1,2009,2,644,1,168,108,0,0,0,0,2009,252678,252.68,More than median
43,13568,5,5,1995,1995,274,990,1,990,0,0,990,0,1,1,0,3,1,5,0,1996,2,576,1,224,0,0,0,0,0,2006,156000,156,Less than median
-1,10900,6,7,1977,1977,311,689,1,689,703,0,1392,0,0,1,1,3,1,6,0,1977,1,299,1,0,36,0,0,0,0,2010,161750,161.75,Less than median
72,10011,5,6,1957,1996,710,1070,1,1236,0,0,1236,0,1,1,0,2,1,6,1,1957,1,447,1,0,0,0,0,0,0,2006,134450,134.45,Less than median
65,8450,7,5,2004,2004,490,1436,1,1436,0,0,1436,1,0,2,0,3,1,8,0,2004,2,484,1,139,98,0,0,0,0,2008,210000,210,More than median
57,9906,4,4,1925,1950,686,686,0,810,518,0,1328,0,0,1,0,3,1,8,0,1940,1,210,1,0,172,60,0,0,0,2006,107000,107,Less than median
-1,15660,7,9,1939,2006,457,798,1,1137,817,0,1954,0,1,1,1,3,1,8,2,1939,2,431,1,0,119,150,0,0,0,2008,311500,311.5,More than median
43,3010,7,5,2005,2006,1232,1248,1,1248,0,0,1248,0,0,2,0,2,1,5,0,2005,2,438,1,108,0,0,0,0,0,2006,167240,167.24,More than median
73,8990,7,5,2006,2006,1498,1498,1,1498,0,0,1498,0,0,2,0,2,1,5,0,2006,2,675,1,351,33,0,0,0,0,2006,204900,204.9,More than median
-1,8068,6,5,2002,2002,1010,1010,1,1010,1257,0,2267,0,0,2,1,4,1,8,1,2002,2,390,1,120,46,0,0,0,0,2009,200000,200,More than median
85,11475,6,6,1975,1975,163,713,1,811,741,0,1552,1,0,2,1,3,1,6,1,1975,2,434,1,209,208,0,0,0,0,2006,179900,179.9,More than median
70,10500,4,6,1971,1971,160,864,1,864,0,0,864,0,0,1,0,2,1,4,0,1989,2,576,1,216,0,0,0,0,0,2009,97000,97,Less than median
103,13472,10,5,2003,2003,2336,2392,1,2392,0,0,2392,0,0,2,0,3,1,8,1,2003,3,968,1,248,105,0,0,0,0,2009,386250,386.25,More than median
21,1680,5,5,1971,1971,630,630,1,630,672,0,1302,0,0,2,1,3,1,6,0,1991,1,280,1,0,0,0,0,0,0,2009,112000,112,Less than median
82,9950,7,5,1995,1995,638,1203,1,1214,1306,0,2520,0,0,2,1,4,1,9,1,1995,3,721,1,224,114,0,0,0,0,2007,290000,290,More than median
21,1869,6,6,1970,1970,162,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1987,1,280,1,0,0,0,0,0,0,2008,106000,106,Less than median
70,8521,5,5,1967,1967,70,912,1,912,0,0,912,0,0,1,0,3,1,5,1,1974,1,336,1,0,0,0,0,0,0,2010,125000,125,Less than median
43,3182,7,5,2005,2006,1357,1373,1,1555,0,0,1555,0,0,2,0,2,1,7,1,2005,2,430,1,143,20,0,0,0,0,2009,192500,192.5,More than median
73,8760,6,6,1959,1959,1194,1194,1,1194,0,0,1194,1,0,1,0,3,1,6,0,1959,1,312,1,0,0,120,0,0,0,2010,148000,148,Less than median
174,15138,8,5,1995,1996,773,1462,1,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995,3,810,1,0,146,202,0,0,0,2009,403000,403,More than median
21,1680,6,5,1972,1972,483,483,1,483,504,0,987,0,0,1,1,2,1,5,1,1972,1,288,1,0,0,0,0,0,0,2006,94500,94.5,Less than median
75,10650,5,6,1976,1976,0,894,1,894,0,0,894,1,0,1,0,3,1,5,0,1976,1,308,1,365,0,0,0,0,0,2010,128200,128.2,Less than median
-1,7851,6,5,2002,2002,235,860,1,860,1100,0,1960,1,0,2,1,4,1,8,2,2002,2,440,1,288,48,0,0,0,0,2010,216500,216.5,More than median
21,1680,6,3,1971,1971,125,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1971,1,264,1,0,0,0,0,0,0,2008,89500,89.5,Less than median
65,8773,7,5,2004,2004,1390,1414,1,1414,0,0,1414,0,0,2,0,3,1,6,0,2004,2,494,1,132,105,0,0,0,0,2010,185500,185.5,More than median
-1,9453,7,7,1993,2003,594,996,1,1014,730,0,1744,0,0,2,1,3,1,7,0,1993,2,457,1,370,70,0,238,0,0,2010,194500,194.5,More than median
93,12030,8,5,2007,2007,1694,1694,1,1694,0,0,1694,0,0,2,0,3,1,7,0,2007,3,818,1,168,228,0,0,0,0,2007,318000,318,More than median
52,8741,6,4,1945,1950,641,735,1,798,689,0,1487,0,0,1,1,3,1,7,1,1949,1,220,1,0,140,0,0,0,0,2010,113000,113,Less than median
75,9000,8,5,2008,2008,488,1566,1,1566,0,0,1566,1,0,2,0,3,1,7,0,2008,2,750,1,144,168,0,0,0,0,2010,262500,262.5,More than median
40,3880,5,9,1945,1997,357,686,1,866,0,0,866,0,0,1,0,2,1,4,0,0,0,0,1,58,42,0,0,0,0,2007,110500,110.5,Less than median
63,5000,5,4,1900,1950,540,540,0,889,551,0,1440,0,0,1,0,3,1,6,0,1940,1,352,1,0,0,77,0,0,0,2006,79000,79,Less than median
75,10762,6,6,1980,1980,626,626,1,626,591,0,1217,0,0,1,1,3,1,6,1,1980,1,288,1,0,28,0,0,0,0,2009,120000,120,Less than median
-1,8880,7,5,1994,2002,253,948,1,1222,888,0,2110,1,0,2,1,3,1,8,2,1994,2,463,1,0,130,0,0,0,0,2010,205000,205,More than median
80,10400,7,5,1988,1988,916,1845,1,1872,0,0,1872,0,1,2,0,3,1,6,1,1988,2,604,1,197,39,0,0,0,0,2006,241500,241.5,More than median
69,9142,6,8,1910,1950,1020,1020,0,908,1020,0,1928,0,0,2,0,4,2,9,0,1910,1,440,1,0,60,112,0,0,0,2006,137000,137,Less than median
75,11310,6,5,1954,1954,1367,1367,1,1375,0,0,1375,0,0,1,0,2,1,5,1,1954,2,451,1,0,30,0,0,0,0,2006,140000,140,Less than median
72,11317,7,5,2003,2003,840,840,1,840,828,0,1668,0,0,2,1,3,1,8,0,2003,2,500,1,144,68,0,0,0,0,2007,180000,180,More than median
-1,159000,6,7,1958,2006,747,1444,1,1444,700,0,2144,0,1,2,0,4,1,7,2,1958,2,389,1,0,98,0,0,0,0,2007,277000,277,More than median
55,5350,3,2,1940,1966,728,728,1,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,0,1,263,0,0,0,0,0,2010,76500,76.5,Less than median
44,4750,8,5,2006,2007,0,1573,1,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,538,1,123,0,0,0,153,0,2007,235000,235,More than median
65,8366,6,5,2004,2004,798,798,1,798,842,0,1640,0,0,2,1,3,1,6,0,2004,2,520,1,138,45,0,0,0,0,2008,173000,173,More than median
85,9350,6,7,1964,1991,452,1302,1,1302,0,0,1302,0,1,2,0,3,1,7,0,1964,1,309,1,333,0,0,0,0,0,2007,158000,158,Less than median
70,8400,5,6,1957,1957,392,1314,1,1314,0,0,1314,1,0,1,0,3,1,5,0,1957,1,294,1,250,0,0,0,0,0,2010,145000,145,Less than median
66,8738,7,5,1999,1999,975,975,1,1005,1286,0,2291,0,0,2,1,4,1,8,1,1999,2,429,1,192,0,0,0,0,0,2006,230000,230,More than median
64,8791,6,5,2003,2003,361,864,1,864,864,0,1728,0,0,2,1,3,1,7,0,2003,2,673,1,216,56,0,0,0,0,2008,207500,207.5,More than median
68,8814,7,5,2006,2006,270,1604,1,1604,0,0,1604,1,0,2,1,3,1,8,1,2006,2,660,1,123,110,0,0,0,0,2009,220000,220,More than median
80,12435,7,5,2001,2001,602,963,1,963,829,0,1792,0,0,2,1,3,1,7,1,2001,2,564,1,0,96,0,245,0,0,2008,231500,231.5,More than median
70,12702,5,5,1956,1956,0,0,1,882,0,0,882,0,0,1,0,2,1,4,0,1956,1,308,1,0,45,0,0,0,0,2008,97000,97,Less than median
120,19296,6,5,1962,1962,0,1362,1,1382,0,0,1382,1,0,1,0,3,1,6,1,1991,2,884,1,0,0,252,0,0,0,2009,176000,176,More than median
69,9588,8,5,2007,2007,1482,1482,1,1482,1092,0,2574,0,0,2,1,3,1,10,1,2007,3,868,1,0,148,0,0,0,0,2007,276000,276,More than median
88,8471,6,7,1977,1995,0,506,1,1212,0,0,1212,1,0,1,0,3,1,6,1,1978,2,492,1,292,12,0,0,0,0,2006,151000,151,Less than median
50,5500,5,7,1929,2001,0,926,1,926,0,390,1316,1,0,1,0,3,1,6,0,1974,2,484,1,0,0,0,0,0,0,2010,130000,130,Less than median
30,5232,5,5,1925,2004,680,680,0,764,0,0,764,0,0,1,0,2,1,4,0,1965,2,504,0,0,0,0,0,0,0,2008,73000,73,Less than median
78,12090,6,6,1981,1981,606,1422,1,1422,0,0,1422,0,0,2,0,3,1,7,1,1981,2,576,1,276,0,0,0,0,0,2008,175500,175.5,More than median
70,11207,6,5,1997,1997,88,802,1,802,709,0,1511,1,0,2,1,3,1,8,1,1997,2,413,1,95,75,0,0,0,0,2006,185000,185,More than median
60,8400,5,8,1939,1997,342,720,1,1052,720,420,2192,0,0,2,1,4,1,8,1,1939,1,240,1,262,24,0,0,0,0,2008,179500,179.5,More than median
71,6900,5,6,1940,1955,212,740,1,778,0,0,778,0,0,1,0,2,1,4,1,1966,1,924,1,0,25,0,0,0,0,2008,120500,120.5,Less than median
-1,7917,6,7,1976,1976,392,1143,1,1113,0,0,1113,1,0,1,1,3,1,6,1,1987,1,504,1,370,30,0,0,0,0,2007,148000,148,Less than median
84,10728,8,5,2006,2006,1095,1095,1,1095,844,0,1939,0,0,2,1,3,1,8,1,2006,3,1053,1,192,51,0,0,0,0,2006,266000,266,More than median
73,39104,7,7,1954,2005,96,1385,1,1363,0,0,1363,1,0,1,0,2,1,5,2,1954,2,439,1,81,0,0,0,0,0,2008,241500,241.5,More than median
92,11764,8,7,1999,2007,628,1152,1,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999,3,671,1,132,57,0,0,0,0,2010,290000,290,More than median
80,9600,6,6,1958,1988,0,1240,1,1632,0,0,1632,1,0,2,0,3,1,6,1,1958,1,338,1,289,0,0,0,0,0,2009,139000,139,Less than median
76,8314,5,7,1982,1982,270,816,1,816,0,0,816,0,0,1,0,2,1,5,0,1982,1,264,1,168,0,0,0,0,0,2007,124500,124.5,Less than median
55,7264,7,7,1925,2007,952,952,0,952,596,0,1548,0,0,2,1,3,1,5,0,1978,2,672,1,74,0,0,0,144,0,2009,205000,205,More than median
129,9196,7,5,2003,2003,1560,1560,1,1560,0,0,1560,0,0,2,0,3,1,7,0,2003,2,573,1,100,150,0,0,0,0,2010,201000,201,More than median
140,19138,4,5,1951,1951,744,864,1,864,0,0,864,0,0,1,0,2,1,4,0,1951,2,400,1,0,0,0,0,0,0,2010,141000,141,Less than median
107,14450,9,5,2006,2007,2121,2121,1,2121,0,0,2121,0,0,2,1,3,1,8,1,2007,3,732,1,124,98,0,0,142,0,2007,415298,415.3,More than median
83,10005,7,5,1977,1977,768,1160,1,1156,866,0,2022,0,0,2,1,4,1,8,1,1977,2,505,1,288,117,0,0,0,0,2008,192000,192,More than median
82,11287,7,6,1989,1989,386,807,1,1175,807,0,1982,0,0,2,1,3,1,7,1,1989,2,575,1,0,84,0,196,0,0,2007,228500,228.5,More than median
60,7200,6,5,2006,2006,357,1262,1,1262,0,0,1262,0,0,2,0,2,1,5,0,2006,2,572,1,0,120,0,0,0,0,2006,185000,185,More than median
34,5063,7,5,2007,2008,410,1314,1,1314,0,0,1314,1,0,2,0,2,1,6,1,2008,2,626,1,172,62,0,0,0,0,2009,207500,207.5,More than median
74,9612,8,5,2008,2009,1468,1468,1,1468,0,0,1468,0,0,2,0,3,1,6,1,2008,3,898,1,210,150,0,0,0,0,2009,244600,244.6,More than median
50,8012,6,5,1992,1992,1145,1575,1,1575,0,0,1575,1,0,2,0,2,1,5,0,1992,2,529,1,0,0,52,0,0,0,2007,179200,179.2,More than median
35,4251,7,5,2006,2007,625,625,1,625,625,0,1250,0,0,2,1,2,1,5,0,2006,2,528,1,0,54,0,0,0,0,2007,164700,164.7,More than median
77,9786,6,7,1962,1981,312,912,1,1085,649,0,1734,0,0,1,1,3,1,7,1,1962,2,440,1,0,0,0,0,128,0,2006,159000,159,Less than median
-1,8125,4,4,1971,1971,244,858,1,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,2006,88000,88,Less than median
-1,9819,5,5,1967,1967,432,882,1,900,0,0,900,0,0,1,0,3,1,5,0,1970,1,280,1,0,0,0,0,0,0,2010,122000,122,Less than median
60,8730,6,7,1915,2003,698,698,1,698,698,0,1396,0,0,1,0,3,1,7,0,2003,1,384,1,0,0,0,0,259,0,2007,153575,153.58,Less than median
120,15611,8,5,2006,2006,1079,1079,1,1079,840,0,1919,0,0,2,1,3,1,8,1,2006,2,685,1,0,51,0,0,0,0,2006,233230,233.23,More than median
55,5687,5,6,1912,2000,570,780,0,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,0,0,0,184,0,0,0,0,2008,135900,135.9,Less than median
60,11409,5,4,1949,2008,476,768,1,1148,568,0,1716,0,0,1,1,3,1,8,1,1949,1,281,1,0,0,0,0,160,0,2009,131000,131,Less than median
-1,16659,7,7,1977,1994,0,795,1,1468,795,0,2263,1,0,2,1,3,1,9,1,1977,2,539,1,0,250,0,0,0,0,2006,235000,235,More than median
80,9600,6,5,1953,1953,131,1416,1,1644,0,0,1644,1,0,1,0,3,1,7,2,1953,2,418,1,110,0,0,0,0,0,2009,167000,167,More than median
37,7937,6,6,1984,1984,184,1003,1,1003,0,0,1003,1,0,1,0,3,1,6,0,1984,2,588,1,120,0,0,0,0,0,2006,142500,142.5,Less than median
75,13710,5,5,1950,1950,490,910,1,910,648,0,1558,0,0,1,1,4,1,6,0,1950,1,282,1,289,0,0,0,0,0,2007,152000,152,Less than median
66,7399,7,5,1997,1998,326,975,1,975,975,0,1950,0,0,2,1,3,1,7,1,1997,2,576,1,0,10,0,0,198,0,2007,239000,239,More than median
90,11700,6,6,1968,1968,143,702,1,1041,702,0,1743,0,1,1,2,3,1,7,1,1968,2,539,1,224,0,0,0,0,0,2007,175000,175,More than median
80,14000,6,8,1950,2004,1092,1092,1,1152,0,0,1152,0,1,1,0,3,1,6,1,1950,1,300,1,0,36,0,0,0,0,2009,158500,158.5,Less than median
90,15750,5,5,1953,1953,324,1165,1,1336,0,0,1336,1,0,1,0,2,1,5,2,1953,1,375,1,0,0,0,0,0,0,2006,157000,157,Less than median
66,16226,8,5,1998,1999,747,1028,1,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998,2,683,1,208,50,0,0,0,0,2007,267000,267,More than median
118,13704,7,5,2001,2002,1541,1541,1,1541,0,0,1541,0,0,2,0,3,1,6,1,2001,3,843,1,468,81,0,0,0,0,2006,205000,205,More than median
70,9800,5,7,1972,1972,0,894,1,894,0,0,894,1,0,1,0,3,1,5,0,1975,2,552,1,256,0,0,0,0,0,2006,149900,149.9,Less than median
87,18386,7,9,1880,2002,1470,1470,1,1675,1818,0,3493,0,0,3,0,3,1,10,1,2003,3,870,1,302,0,0,0,0,0,2008,295000,295,More than median
80,10386,8,5,2004,2005,536,2000,1,2000,0,0,2000,1,0,2,0,3,1,8,0,2004,3,888,1,168,0,0,0,0,0,2007,305900,305.9,More than median
116,13474,7,5,1990,1991,0,700,1,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990,3,746,1,127,44,224,0,0,0,2007,225000,225,More than median
-1,7920,6,7,1920,1950,319,319,1,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,0,0,0,144,0,0,0,0,2008,89500,89.5,Less than median
-1,12342,4,5,1940,1950,599,861,1,861,0,0,861,0,0,1,0,1,1,4,0,1961,2,539,1,158,0,0,0,0,0,2009,82500,82.5,Less than median
90,12378,9,5,2003,2004,622,1896,1,1944,0,0,1944,1,0,2,0,3,1,8,3,2003,3,708,1,208,175,0,0,0,0,2006,360000,360,More than median
-1,7685,6,5,1993,1994,179,697,1,697,804,0,1501,0,0,2,1,3,1,6,1,1993,2,420,1,190,63,0,0,0,0,2006,165600,165.6,More than median
50,8000,6,6,1948,2002,292,972,1,972,0,0,972,1,0,1,0,2,1,5,1,1948,1,240,1,0,0,0,0,0,0,2009,132000,132,Less than median
65,7800,5,7,1939,1950,286,793,1,793,325,0,1118,1,0,1,0,3,1,5,1,1939,2,410,1,0,0,0,0,271,0,2006,119900,119.9,Less than median
150,215245,7,5,1965,1965,80,2136,1,2036,0,0,2036,2,0,2,0,3,1,8,2,1965,2,513,1,0,0,0,0,0,0,2009,375000,375,More than median
60,9600,7,7,1925,1990,712,728,1,832,809,0,1641,0,1,1,1,3,1,6,1,1925,2,546,1,0,0,234,0,0,0,2006,178000,178,More than median
71,7795,7,5,2004,2005,291,716,1,716,716,0,1432,1,0,2,1,3,1,6,1,2004,2,432,1,100,51,0,0,0,0,2009,188500,188.5,More than median
94,13005,7,7,1980,1980,153,845,1,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983,2,484,1,288,195,0,0,0,0,2009,260000,260,More than median
75,9000,8,5,2006,2006,1088,1088,1,1088,871,0,1959,0,0,2,1,3,1,8,1,2006,3,1025,1,208,46,0,0,0,0,2007,270000,270,More than median
90,9900,7,5,1993,1993,360,1347,1,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993,3,656,1,340,60,144,0,0,0,2009,260000,260,More than median
-1,14115,7,5,1980,1980,336,1372,1,1472,0,0,1472,1,0,2,0,3,1,6,2,1980,2,588,1,233,48,0,0,0,0,2009,187500,187.5,More than median
111,16259,9,5,2006,2006,1249,1249,1,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006,3,840,1,240,154,0,0,0,0,2006,342643,342.64,More than median
99,12099,8,5,2004,2004,166,1136,1,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004,3,872,1,184,154,0,0,0,0,2007,354000,354,More than median
86,10380,7,5,1986,1987,0,1502,1,1553,1177,0,2730,1,0,2,1,4,1,8,1,1987,2,576,1,201,96,0,0,0,0,2007,301000,301,More than median
49,5820,3,8,1955,2005,906,1162,1,1163,0,0,1163,1,0,1,0,3,1,6,0,1955,1,220,1,142,98,0,0,0,0,2006,126175,126.18,Less than median
96,11275,7,7,1967,2007,710,710,1,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961,2,564,1,240,0,0,0,0,0,2010,242000,242,More than median
50,5000,5,6,1941,1950,604,720,0,803,0,0,803,0,0,1,0,2,1,5,0,1941,2,360,1,0,0,244,0,0,0,2007,87000,87,Less than median
32,10846,8,5,1993,1993,100,1719,1,1719,0,0,1719,2,0,1,1,1,1,6,2,1993,2,473,1,122,30,0,0,0,0,2008,324000,324,More than median
80,11600,6,5,1960,1960,818,1383,1,1383,0,0,1383,0,0,1,1,3,1,7,0,1960,1,292,1,0,45,0,0,0,0,2006,145250,145.25,Less than median
-1,11888,6,6,1916,1994,844,844,0,1445,689,0,2134,0,0,2,0,5,1,10,0,1930,2,441,1,0,60,268,0,0,0,2009,214500,214.5,More than median
60,6402,5,5,1920,1950,596,596,0,596,596,0,1192,0,0,1,0,3,1,6,0,1920,1,189,0,0,0,137,0,0,0,2009,78000,78,Less than median
-1,10624,5,4,1964,1964,1424,1728,1,1728,0,0,1728,0,1,2,0,6,2,10,0,2002,1,352,1,155,0,0,0,0,0,2007,119000,119,Less than median
70,8176,5,6,1958,1992,210,1056,1,1056,0,0,1056,1,0,1,0,3,1,6,0,1958,1,308,1,0,0,0,0,0,0,2007,139000,139,Less than median
