Gender,Loan_Requirement (in 1000$),Loan_Tenure,Home_Ownership,Income (in 1000$),Employment_Tenure,Credit_score,Age,Credit_Utlization,Active_Credit_balance (in 1000$),Open_CreditAcc,Income_to_debt_ratio,Pre-Approved,LoanStatus
Male,53,13,1,36,9,895,33,28,15,0,63,1,True
Female,78,16,0,2000,1,465,60,34,27,6,17,0,False
Male,12,8,1,50,22,820,25,12,6,1,93,1,True
Male,46,7,1,23,9,900,48,15,19,1,65,1,True
Female,48,7,1,3000,0,195,26,29,33,7,15,0,False
Male,27,6,1,46,16,720,31,7,18,2,89,1,True
Female,57,16,1,18000,1,465,62,35,43,6,46,0,False
Male,27,13,0,64,31,690,71,32,11,3,87,1,True
Male,48,6,1,24,30,850,35,7,7,1,80,1,True
Male,41,5,0,14,11,980,36,29,5,1,71,1,True
Male,10,9,1,86,32,810,46,29,8,1,99,1,True
Female,78,22,0,4000,1,445,67,35,49,6,36,0,False
Female,44,13,0,11,8,780,44,6,10,2,76,1,True
Female,50,16,1,2000,1,155,28,12,23,7,30,0,False
Female,70,18,1,4000,0,285,63,45,39,7,17,0,False
Male,23,13,0,6,11,975,46,14,18,3,52,1,True
Female,81,17,1,3000,0,305,67,42,40,5,38,0,False
Female,96,18,1,16000,0,120,68,58,46,6,27,0,False
Female,54,20,0,20,4,325,72,71,54,7,13,0,False
Female,35,21,0,22,0,300,68,50,50,6,10,0,False
Female,56,15,0,2000,1,505,73,41,31,7,39,0,False
Male,9,5,1,17,33,845,43,24,18,3,77,1,True
Female,75,20,1,4000,0,475,63,45,37,6,47,0,False
Female,50,8,0,12,29,650,50,5,12,0,75,1,True
Male,33,7,1,20,28,960,21,6,6,3,50,1,True
Female,62,24,0,3000,0,390,74,59,45,5,21,0,False
Female,93,23,0,4000,1,355,27,16,38,5,14,0,False
Male,22,9,1,98,39,875,26,28,7,0,84,1,True
Male,46,6,0,13,24,735,50,14,10,2,82,1,True
Male,29,5,1,9,35,945,37,11,16,0,78,1,True
Male,15,5,1,91,31,980,49,23,7,1,89,1,True
Male,39,8,1,5,21,860,45,16,13,2,64,1,True
Male,12,9,1,50,21,815,24,4,6,1,82,1,True
Male,22,5,1,73,10,825,41,8,6,0,88,1,True
Male,10,6,1,57,28,955,26,25,5,1,87,1,True
Female,71,21,0,4000,0,330,62,31,43,6,14,0,False
Male,13,6,1,51,35,860,32,1,8,1,99,1,True
Male,18,10,1,85,29,975,61,33,16,3,55,1,True
Female,89,21,1,4000,1,270,71,41,23,6,24,0,False
Female,49,19,0,13,4,350,71,83,27,6,26,0,False
Male,14,11,1,79,8,740,71,31,15,0,73,1,True
Female,91,24,1,4000,1,205,61,39,49,6,24,0,False
Female,38,24,0,4,3,305,72,51,54,6,11,0,False
Male,40,13,1,100,40,900,65,41,25,0,65,1,False
Male,56,13,0,4000,1,370,40,18,37,7,36,0,False
Male,37,11,0,8,11,890,30,15,10,3,79,1,True
Female,33,8,0,22,26,900,38,8,19,3,85,1,True
Male,60,20,0,2008,6,300,47,9,34,7,21,1,True
Male,96,24,0,4000,1,145,54,21,38,7,14,0,False
Male,45,11,1,5,32,730,32,29,14,2,60,1,True
Female,30,10,1,4000,1,200,48,12,37,6,20,0,False
Male,77,24,1,12000,0,225,65,39,28,6,22,0,False
Female,94,15,1,3000,1,180,72,50,33,7,45,0,False
Female,88,16,0,4000,0,225,60,41,22,6,45,0,False
Male,27,14,0,42,19,845,27,27,13,0,77,1,True
Female,93,20,1,2000,0,100,69,35,27,7,44,0,False
Male,18,14,0,33,21,900,53,7,7,0,78,1,True
Male,71,19,1,96,12,835,74,55,18,1,69,1,True
Female,51,17,0,3000,1,325,36,13,31,5,23,0,False
Male,30,12,0,19,24,965,53,10,7,2,68,1,True
Female,90,20,0,4000,0,255,54,14,48,7,39,0,False
Female,42,20,0,8,1,300,68,74,46,6,19,0,False
Male,33,7,1,12,7,960,36,9,16,0,58,1,True
Female,84,18,0,3000,1,440,70,58,35,6,38,0,False
Female,36,5,0,51,0,900,73,60,5,2,49,1,True
Female,75,24,0,1996,1,490,61,47,44,7,28,0,True
Female,50,23,0,16000,0,165,63,33,31,7,34,0,False
Female,92,16,0,2000,1,505,68,37,31,6,10,0,False
Female,21,14,1,5,20,735,49,29,10,3,62,1,True
Male,35,8,0,23,28,905,46,11,5,2,78,1,True
Female,9,14,1,32,23,920,52,5,9,2,83,1,True
Male,28,16,0,24,12,665,44,0,5,7,55,1,True
Female,59,17,0,4000,0,190,69,44,20,7,22,0,False
Female,43,15,0,5,0,490,73,59,47,5,20,0,False
Male,13,7,0,21,37,815,52,15,15,1,63,1,True
Female,68,17,0,3000,1,275,62,59,32,6,32,0,False
Male,53,11,0,59,35,670,68,41,14,3,63,1,True
Male,60,23,1,2000,1,230,63,51,30,7,11,0,False
Male,75,22,1,2000,1,255,73,58,49,5,32,0,False
Male,72,16,1,87,14,980,63,41,19,3,50,1,True
Female,76,18,0,9000,0,480,67,55,37,6,20,0,False
Female,61,23,0,2000,1,430,74,53,23,5,25,0,False
Male,14,14,1,24,26,720,28,20,8,0,82,1,True
Female,40,20,0,22,0,470,67,79,43,5,10,0,False
Male,13,7,0,13,7,740,42,17,15,0,83,1,True
Female,36,15,0,15,4,385,72,70,43,6,22,0,False
Female,77,19,1,68,9,785,69,40,16,2,59,1,True
Male,38,13,1,29,5,815,49,6,11,2,84,1,True
Male,21,6,1,56,12,905,33,18,6,0,83,1,True
Male,10,8,1,37,28,965,23,16,5,2,62,1,True
Female,76,19,0,10000,1,515,68,57,21,5,37,0,False
Female,46,17,0,19,4,470,73,60,26,6,25,0,False
Female,93,19,0,4000,1,140,70,59,34,7,41,0,False
Female,50,15,0,2000,1,225,66,48,45,5,35,0,False
Male,20,8,1,66,29,915,38,5,8,0,82,1,True
Male,34,14,0,45,22,705,29,8,15,2,86,1,True
Female,67,23,0,4000,1,285,65,56,35,6,16,0,False
Male,35,11,1,34,25,970,54,27,5,1,78,1,True
Female,92,15,1,2000,1,305,71,57,29,5,13,0,False
Male,47,9,0,18,26,765,43,7,17,1,74,1,True
Female,71,24,0,2000,0,300,64,50,38,3,34,1,False
Female,71,20,0,3000,1,430,63,46,42,5,47,0,False
Male,30,10,0,6,34,715,22,19,15,2,54,1,True
Male,20,9,1,82,31,940,20,12,8,0,91,1,True
Male,11,13,0,8,5,955,21,12,15,1,58,1,True
Male,14,8,1,69,15,830,30,23,9,1,90,1,True
Female,79,15,1,3000,1,440,61,47,48,7,32,0,False
Male,14,5,1,84,27,965,22,26,7,1,97,1,True
Female,61,18,1,2000,0,190,73,34,35,6,47,0,False
Female,73,23,1,4000,0,485,74,48,36,7,16,0,False
Male,58,24,1,4000,0,540,61,32,49,5,37,0,False
Male,18,6,1,52,21,845,42,27,8,0,92,1,True
Male,20,12,1,11,13,685,54,20,19,2,72,1,True
Female,91,20,0,4000,1,470,70,51,24,5,37,0,False
Female,88,16,0,3000,0,380,61,36,27,6,42,0,False
Female,47,24,0,18,4,330,69,78,47,6,18,0,False
Male,16,7,1,93,15,835,37,28,6,0,80,1,True
Female,80,19,0,8000,0,220,63,31,38,5,49,0,False
Female,51,24,0,2000,0,375,74,35,47,6,19,0,False
Male,18,13,1,8,21,850,32,16,5,1,59,1,True
Male,97,15,0,2000,0,465,63,37,40,6,33,0,False
Female,31,12,1,15,29,775,22,9,15,0,83,1,True
Female,39,17,0,18,4,375,71,59,40,7,24,0,False
Male,14,14,1,41,24,945,45,23,9,0,71,1,True
Male,11,14,1,18,7,980,29,14,10,3,88,1,True
Male,23,9,1,67,20,985,45,27,6,1,93,1,True
Male,17,5,0,80,18,730,66,35,9,0,52,1,True
Female,90,15,1,2000,1,415,70,49,33,6,30,0,False
Male,59,11,1,99,25,760,74,34,5,3,66,1,True
Male,24,7,1,59,38,850,47,26,8,1,89,1,True
Male,21,6,1,51,30,965,31,0,8,1,85,1,True
Male,28,14,1,10,13,835,54,11,17,2,89,1,True
Male,44,11,1,10,28,855,23,23,10,3,68,1,True
Male,47,13,0,13,23,790,27,20,17,0,58,1,True
Male,73,24,1,83,25,870,65,52,17,2,73,1,True
Male,12,10,1,8,28,655,41,15,8,3,58,1,True
Male,52,12,0,13,31,780,34,28,9,1,50,1,True
Female,60,17,0,4000,1,490,71,51,49,7,13,0,False
Female,52,21,1,2000,1,355,73,31,32,7,22,0,False
Female,60,17,0,2000,0,340,67,52,24,7,31,0,False
Male,43,8,1,6,37,735,44,13,11,3,89,1,True
Male,19,5,1,2998,0,300,32,35,35,1,10,0,False
Female,41,20,0,23,2,405,66,84,41,5,22,0,False
Female,9,12,1,41,37,820,25,9,13,3,51,1,True
Female,37,13,1,2000,1,245,30,7,34,6,38,0,False
Female,46,23,0,22,1,345,65,70,26,6,14,0,False
Male,53,13,0,11,9,720,23,19,13,3,74,1,True
Male,34,14,1,22,12,685,37,10,8,0,85,1,True
Male,17,7,1,9,23,785,27,15,11,0,70,1,True
Female,63,21,1,2000,1,410,71,32,43,7,33,0,False
Female,51,21,1,4000,0,425,46,8,22,7,24,0,False
Female,71,21,0,2000,1,490,67,51,24,5,15,0,False
Female,56,8,1,10,7,675,45,15,14,2,83,1,True
Female,63,17,1,24000,1,380,69,39,38,6,36,0,False
Female,58,18,1,2000,1,250,64,34,35,5,31,0,False
Female,80,17,1,3000,0,530,66,42,34,7,48,0,False
Male,52,13,1,5,27,850,24,6,10,2,70,1,True
Female,91,18,0,3000,1,215,74,41,47,7,24,0,False
Male,49,7,0,17,26,730,46,21,6,1,87,1,True
Female,32,7,0,3000,1,410,38,16,46,5,15,0,False
Male,20,9,0,10,25,680,51,27,11,2,67,1,True
Female,68,16,0,2000,0,515,62,52,34,7,17,0,False
Female,52,16,0,3,2,410,69,59,50,5,17,0,False
Male,17,8,1,98,34,875,33,22,9,1,86,1,True
Female,45,17,0,7,0,460,66,68,33,6,23,0,False
Female,58,11,0,27,7,730,29,15,8,3,70,1,True
Male,88,15,1,5000,1,150,61,35,45,7,13,0,False
Male,52,14,1,21,34,655,27,24,6,1,84,1,True
Female,70,21,1,2000,0,245,66,58,42,6,11,0,False
Male,30,6,0,16,8,890,52,25,15,0,57,1,True
Female,58,19,0,3000,1,200,66,35,38,6,15,0,False
Male,59,7,0,24,13,890,50,17,13,3,65,1,True
Male,19,8,1,99,17,870,31,2,8,1,83,1,True
Female,96,24,0,11000,0,370,72,48,39,6,45,0,False
Female,89,19,0,3000,1,260,73,47,22,7,40,0,False
Male,56,10,0,24,15,980,44,23,16,2,52,1,True
Female,72,17,0,3000,0,200,54,12,30,7,39,0,False
Male,27,5,1,66,23,827,42,26,7,0,86,1,False
Male,19,13,1,66,23,710,71,57,9,2,56,1,True
Male,53,14,0,82,32,850,61,37,17,2,88,1,True
Female,43,16,0,15,0,385,69,77,51,7,23,0,False
Male,19,10,1,98,8,895,67,35,7,1,51,1,True
Male,56,8,1,91,32,650,67,53,9,1,80,1,True
Male,43,7,0,36,12,745,22,15,10,0,50,1,True
Male,16,9,1,96,25,955,29,16,9,1,96,1,True
Male,45,11,1,14,36,975,48,14,15,1,53,1,True
Male,11,9,0,7,32,660,45,26,18,1,53,1,True
Male,23,13,0,46,33,915,49,28,10,2,89,1,True
Female,83,22,0,4000,0,465,21,12,45,7,11,0,False
Male,15,9,0,20,29,945,42,7,12,1,78,1,True
Male,39,10,1,46,30,665,45,16,12,2,71,1,True
Female,9,7,1,18,12,760,36,25,14,1,81,1,True
Female,38,15,0,19,1,350,66,56,33,7,22,0,False
Female,31,11,1,4000,0,365,54,6,36,7,31,0,False
Female,16,8,1,3000,1,285,52,20,20,5,13,0,False
Male,31,12,0,5,29,665,24,18,17,2,63,1,True
Male,80,20,0,2000,0,520,27,26,30,5,30,0,False
Female,94,23,0,2000,1,175,74,52,21,5,46,0,False
Female,78,24,1,3000,1,410,62,30,40,6,20,0,False
Female,24,10,0,3000,1,150,52,6,44,5,44,0,False
Female,56,23,1,4000,0,245,69,45,32,6,21,0,False
Male,15,6,1,79,34,860,47,2,7,1,87,1,True
Male,11,5,1,85,35,955,26,24,8,0,88,1,True
Male,68,16,0,3000,1,100,42,24,35,5,24,0,False
Female,89,21,0,2000,1,505,62,42,48,6,29,0,False
Male,99,24,1,4000,1,425,66,59,39,7,30,0,False
Female,54,24,1,12000,1,420,66,44,28,6,23,0,False
Female,49,20,0,18,1,440,69,51,45,6,11,0,False
Male,67,16,0,2003,6,300,65,60,46,0,14,0,False
Female,51,13,1,4000,0,215,27,20,46,6,33,0,False
Male,10,11,1,10,14,940,34,17,5,2,87,1,True
Male,23,9,1,64,14,805,42,10,5,1,96,1,True
Male,12,8,1,19,12,915,34,6,9,2,83,1,True
Female,59,23,1,2000,1,335,50,18,20,5,48,0,False
Male,51,24,1,4000,1,130,38,10,39,5,40,0,False
Female,51,14,1,21,33,970,44,20,15,1,66,1,True
Female,62,16,1,3000,1,215,68,45,44,7,37,0,False
Male,7,5,1,46,34,826,25,20,16,1,80,0,True
Female,50,23,0,23000,1,230,68,59,48,6,12,0,False
Male,19,8,0,8,7,715,45,24,5,1,56,1,True
Female,36,24,0,21,4,450,69,51,33,5,21,0,False
Male,49,12,1,28,22,925,42,25,13,0,67,1,True
Female,38,21,0,5,0,310,72,69,31,5,15,0,False
Male,12,10,1,6,16,755,25,26,11,0,59,1,True
Male,19,12,0,16,25,980,23,27,17,0,61,1,True
Male,42,13,1,14,14,980,30,17,6,3,53,1,True
Female,40,11,0,15,31,770,25,18,6,1,69,1,True
Male,49,10,1,12,36,820,26,15,19,0,80,1,True
Male,28,14,0,42,28,785,44,10,14,3,76,1,True
Male,51,12,1,22,25,845,48,22,6,3,74,1,True
Female,35,6,1,81,26,861,71,56,24,7,69,0,False
Male,31,7,0,7,24,720,45,7,5,2,73,1,True
Female,40,24,0,13,2,385,72,66,53,5,29,0,False
Male,16,8,1,95,19,925,35,19,8,1,90,1,True
Male,14,6,1,56,37,950,42,15,6,1,90,1,True
Male,46,10,1,47,36,885,54,14,14,0,61,1,True
Female,87,23,0,4000,1,415,74,47,45,6,18,0,False
Male,13,7,1,84,16,950,41,21,5,0,92,1,True
Male,12,5,1,75,37,885,31,17,6,1,88,1,True
Female,40,18,0,12,0,495,70,56,54,5,17,0,False
Male,10,10,1,5,33,665,29,21,8,0,61,1,True
Male,15,7,1,60,16,885,34,16,9,1,90,1,True
Male,7,7,0,7,9,955,54,27,14,1,71,1,True
Female,51,15,0,3000,0,500,73,41,43,5,29,0,False
Female,39,20,0,12,1,320,66,60,54,7,27,0,False
Female,93,16,0,2000,0,480,63,30,29,6,25,0,False
Male,13,8,0,11,8,740,40,12,7,1,62,1,True
Female,82,16,1,23000,0,215,61,41,33,6,24,0,False
Male,53,7,1,17,15,725,39,12,5,3,69,1,True
Female,28,5,1,2000,1,490,46,20,30,5,16,0,False
Male,27,9,1,28,35,890,21,29,12,2,83,1,True
Female,81,21,1,4000,0,305,68,58,35,7,20,0,False
Female,35,22,0,7,4,490,74,55,42,6,27,0,False
Male,52,7,1,9,16,915,37,7,10,0,50,1,True
Female,69,24,0,6000,0,185,62,35,43,6,18,0,False
Male,15,5,1,95,25,925,38,15,6,1,96,1,True
Female,32,8,1,5,32,765,45,20,5,2,72,1,True
Male,12,8,1,93,24,875,48,2,7,1,88,1,True
Male,21,5,1,96,21,850,27,1,8,0,83,1,True
Female,70,24,0,3000,0,525,62,37,25,5,19,0,False
Male,38,6,1,20,27,990,41,22,8,3,72,1,True
Female,44,20,1,2,0,340,74,62,50,3,20,1,False
Male,14,10,1,17,13,970,22,20,10,1,51,1,True
Female,41,24,0,11,0,465,66,62,51,6,22,0,False
Female,65,22,1,92,20,710,70,56,18,0,76,1,True
Female,90,20,1,2000,0,450,35,11,43,7,17,0,False
Female,90,23,0,2000,0,345,64,43,22,7,18,0,False
Female,43,7,1,4000,1,295,48,10,36,7,40,0,False
Female,92,20,0,12000,0,485,62,32,37,6,22,0,False
Female,57,21,1,88,33,790,71,56,10,1,60,1,True
Female,35,18,0,12,0,410,65,69,27,7,27,0,False
Female,54,22,0,13000,1,215,68,46,47,5,49,0,False
Female,62,16,1,4000,0,400,68,47,40,6,39,0,False
Male,13,5,1,89,34,835,44,6,5,1,93,1,True
Male,13,7,1,93,28,880,41,10,8,0,93,1,True
Female,56,18,1,4000,1,385,67,44,28,7,10,0,False
Male,15,14,1,8,35,975,42,19,13,3,56,1,True
Male,44,8,0,8,23,950,53,21,16,1,60,1,True
Female,40,10,0,20,27,735,20,25,11,1,50,1,True
Male,57,9,0,11,24,865,35,23,12,1,84,1,True
Female,70,16,1,3000,0,445,66,54,24,7,10,0,False
Female,51,23,0,8,4,350,66,71,49,7,14,0,False
Male,37,7,0,39,35,980,30,17,13,3,70,1,True
Female,84,15,0,2000,1,230,64,52,33,6,41,0,False
Female,68,22,1,2000,1,330,71,32,24,5,37,0,False
Female,41,21,0,13,2,385,65,58,28,7,25,0,False
Female,81,22,0,3000,0,255,68,38,41,5,33,0,False
Male,26,9,0,13,6,935,38,8,13,0,86,1,True
Female,36,21,0,10,1,460,74,55,26,5,23,0,False
Male,78,19,0,70,10,865,64,32,7,3,71,1,True
Female,64,21,1,2000,1,390,63,38,32,7,15,0,False
Female,39,20,0,3,2,485,66,76,28,7,24,0,False
Female,39,6,0,3000,0,490,31,10,35,7,31,0,False
Female,63,21,0,3000,0,425,66,38,49,7,28,0,False
Female,56,15,1,24000,0,490,70,34,26,6,35,0,False
Male,19,9,0,82,26,830,64,47,10,2,60,1,True
Female,10,11,1,42,12,790,27,23,17,3,70,1,True
Female,13,14,1,4000,0,395,48,23,23,5,14,0,False
Male,27,8,1,47,12,745,54,19,18,2,73,1,True
Female,67,16,0,2000,0,435,66,37,35,7,32,0,False
Female,72,24,1,3000,1,410,33,20,27,7,25,0,False
Female,16,17,0,36,28,900,36,16,14,5,81,0,True
Female,61,22,0,2000,0,510,64,45,22,5,43,0,False
Male,56,11,1,19,31,830,20,6,19,1,66,1,True
Male,25,7,0,5,11,650,52,16,10,0,80,1,True
Female,75,16,1,2000,0,270,67,39,20,6,25,0,False
Female,72,15,0,67,25,840,66,32,9,1,76,1,True
Male,58,20,0,89,9,690,64,58,10,1,82,1,True
Male,26,6,1,43,15,650,35,9,7,3,89,1,True
Female,41,22,0,2,0,350,65,65,51,7,20,0,False
Male,24,10,0,29,9,670,21,9,12,3,62,1,True
Female,29,12,1,6,32,695,23,17,9,3,88,1,True
Male,68,20,0,61,23,950,62,50,15,0,57,1,True
Female,60,19,1,10000,1,100,68,34,43,7,46,0,False
Female,77,24,0,2000,1,405,72,54,36,6,41,0,False
Male,17,6,1,95,23,970,27,17,5,1,86,1,True
Male,96,22,0,4000,1,475,73,56,23,5,10,0,False
Male,47,10,1,5,34,945,52,9,11,3,61,1,True
Male,18,7,0,17,22,980,21,26,12,1,74,1,True
Female,87,23,0,22000,1,220,60,52,24,5,18,0,False
Female,73,20,0,4000,0,105,67,46,26,6,49,0,False
Female,69,19,0,4000,1,525,62,35,23,6,28,0,False
Female,55,16,1,51,27,935,67,54,8,3,87,1,True
Male,34,11,0,11,30,765,41,18,7,3,89,1,True
Female,65,21,0,2000,0,300,72,58,35,7,34,0,False
Female,20,9,0,2000,1,295,21,19,47,7,25,0,False
Female,69,17,1,54,24,780,61,58,18,2,78,1,True
Female,98,22,0,2000,1,150,67,42,22,6,33,0,False
Female,73,18,1,4000,1,225,70,52,29,7,14,0,False
Male,21,7,1,76,29,910,24,6,9,1,88,1,True
Male,57,6,0,36,28,965,40,7,5,3,50,1,True
Male,52,13,1,6,18,845,40,5,7,3,87,1,True
Male,18,7,1,86,30,800,24,19,9,1,94,1,True
Female,40,17,0,6,0,405,73,77,28,5,10,0,False
Female,85,22,1,14000,0,465,71,41,46,7,43,0,False
Male,21,6,1,9,13,650,32,26,12,2,84,1,True
Female,50,10,1,9,30,675,49,11,14,0,76,1,True
Female,96,18,0,20000,1,100,70,32,43,6,35,0,False
Male,21,7,1,63,35,915,44,16,5,1,98,1,True
Male,16,8,1,89,35,815,21,17,6,1,80,1,True
Male,94,13,0,1993,0,417,74,40,18,0,26,0,False
Male,19,8,1,73,26,850,34,17,9,0,89,1,True
Male,27,6,1,9,16,995,45,20,8,3,77,1,True
Male,21,9,1,19,20,660,31,17,12,3,77,1,True
Female,37,18,0,10,2,360,68,71,37,7,27,0,False
Female,35,18,0,20,0,480,74,66,33,6,12,0,False
Male,12,9,1,81,23,830,28,4,6,1,88,1,True
Female,56,16,0,2000,0,245,45,9,27,6,25,0,False
Female,80,21,1,1996,6,300,67,25,54,7,24,0,False
Female,83,19,1,17000,1,125,70,34,39,7,30,0,False
Female,56,11,0,4000,1,445,38,10,26,7,21,0,False
Female,91,15,0,2000,0,160,68,33,33,6,27,0,False
Female,46,21,0,2,1,445,71,52,52,7,12,0,False
Female,78,18,1,19000,0,195,60,44,43,6,13,0,False
Male,30,11,0,46,18,820,38,9,10,1,62,1,True
Female,42,16,0,12,2,415,70,83,32,7,25,0,False
Female,54,19,1,4000,1,490,65,47,31,6,27,0,False
Male,36,11,0,27,7,885,45,21,10,1,70,1,True
Male,51,6,0,39,30,945,49,10,7,3,51,1,True
Female,99,18,0,4000,1,240,21,8,49,5,37,0,False
Female,46,22,0,22,0,325,66,83,51,7,10,0,False
Female,77,24,1,2000,1,375,73,44,49,6,14,0,False
Female,98,21,0,3004,0,300,67,30,27,2,36,1,True
Female,97,23,0,22000,1,305,62,34,25,6,34,0,False
Male,16,5,1,16,6,660,47,22,6,3,72,1,True
Female,53,20,0,18,2,375,67,67,34,6,10,0,False
Male,11,13,1,10,34,650,32,12,12,0,60,1,True
Female,95,21,0,2004,2,343,63,39,52,2,15,0,True
Male,15,8,1,80,38,895,43,8,7,1,98,1,True
Female,77,24,0,2000,1,320,61,39,20,7,43,0,False
Female,65,16,0,2000,1,530,64,57,25,7,43,0,False
Male,37,6,1,7,28,940,41,21,7,1,59,1,True
Female,36,15,0,5,4,330,65,71,39,7,29,0,False
Male,52,21,0,1993,0,520,20,5,23,0,15,1,False
Female,62,24,0,3000,0,385,61,45,33,5,23,0,False
Male,47,11,1,16,16,745,47,17,12,1,67,1,True
Female,53,21,1,3000,0,190,69,37,29,6,25,0,False
Male,45,5,0,3000,1,100,35,9,38,5,28,0,False
Female,80,18,0,6000,0,110,73,41,33,5,21,0,False
Female,85,19,0,2000,0,130,62,49,39,6,47,0,False
Female,57,22,0,3000,1,175,60,37,26,5,42,0,False
Female,60,20,0,79,37,711,66,35,22,7,65,1,False
Female,27,7,1,15,10,695,21,25,9,0,52,1,True
Female,81,17,1,2000,0,370,70,49,34,7,21,0,False
Male,56,13,0,48,25,755,25,19,7,0,67,1,True
Female,8,7,0,49,27,735,54,11,11,3,85,1,True
Female,52,23,0,4000,0,345,68,49,30,7,23,0,False
Female,82,19,0,4000,1,335,65,55,21,5,41,0,False
Female,68,19,0,4000,1,410,65,54,46,6,42,0,False
Female,35,11,1,2000,0,345,25,12,42,5,27,0,False
Female,48,17,0,12,2,405,72,84,50,5,13,0,False
Female,60,19,0,9000,0,320,67,39,25,6,18,0,False
Female,42,17,0,18,2,365,73,58,37,5,18,0,False
Male,20,6,1,67,17,880,36,23,5,1,95,1,True
Female,49,8,1,4000,0,450,25,14,22,6,11,0,False
Male,15,6,1,73,36,975,23,7,6,1,82,1,True
Female,55,24,1,21000,0,280,69,53,49,5,37,0,False
Male,99,24,1,13003,1,386,69,52,25,7,39,0,True
Male,57,24,0,4000,0,480,70,32,41,7,22,0,False
Male,30,14,1,47,18,995,54,6,8,2,73,1,True
Male,22,8,1,73,30,855,41,22,8,0,93,1,True
Female,59,15,1,2000,0,240,63,56,41,5,47,0,False
Male,19,9,0,12,14,885,38,13,18,0,69,1,True
Female,35,12,0,11,6,760,27,9,19,2,62,1,True
Male,37,7,0,13,16,835,26,17,15,0,59,1,True
Male,46,8,0,22,7,745,45,15,19,0,61,1,True
Male,69,20,0,3000,1,220,72,52,45,7,16,0,False
Female,43,17,0,16,3,315,72,70,26,5,24,0,False
Male,67,23,1,85,33,710,65,45,8,0,61,1,True
Female,44,17,0,7,0,330,70,75,34,6,24,0,False
Male,38,6,0,60,35,720,70,49,16,3,70,1,True
Male,22,10,0,40,17,805,46,9,13,3,57,1,True
Female,98,22,0,4000,1,130,60,42,42,6,11,0,False
Male,12,10,1,36,17,960,40,21,5,1,66,1,True
Female,40,16,0,2,2,490,69,70,50,7,21,0,False
Male,10,6,1,98,14,845,34,22,8,0,85,1,True
Female,49,20,0,10,2,300,71,64,51,6,29,0,False
Male,31,14,0,25,10,730,44,10,9,2,52,1,True
Male,10,8,0,24,5,980,42,24,15,0,84,1,True
Female,96,19,1,4000,1,200,73,43,30,5,14,0,False
Male,20,5,1,78,12,885,22,3,5,0,86,1,True
Male,8,10,1,11,29,705,40,18,14,0,63,1,True
Female,56,19,1,2000,0,195,73,39,45,6,31,0,False
Female,13,13,1,3000,1,230,29,19,35,5,36,0,False
Male,71,24,0,2000,1,120,64,54,21,7,30,0,False
Male,17,5,1,22,10,735,51,26,8,0,74,1,True
Male,16,9,1,56,39,870,29,3,8,1,88,1,True
Male,24,8,0,17,25,805,20,19,18,0,76,1,True
Female,34,21,0,2,0,482,64,66,29,6,14,1,False
Male,77,22,0,3000,0,100,26,8,37,6,44,0,False
Male,59,6,1,91,31,685,73,34,12,3,53,1,True
Female,69,22,0,2000,0,160,47,18,37,5,46,0,False
Male,32,9,0,10,13,950,42,16,17,2,83,1,True
Male,74,18,0,87,20,775,66,53,8,3,54,1,True
Male,56,11,1,42,27,980,42,9,14,2,83,1,True
Male,7,6,1,11,31,845,29,17,16,3,55,1,True
Female,70,23,0,2000,1,420,73,59,33,5,42,0,False
Female,38,15,0,4,0,305,67,67,37,7,13,0,False
Female,49,20,0,12,3,420,69,70,47,6,18,0,False
Female,85,15,0,3000,0,340,36,11,48,5,38,0,False
Female,47,18,0,3,4,300,72,84,48,7,17,0,False
Male,19,8,1,87,28,890,24,28,7,0,84,1,True
Female,60,15,1,4000,0,385,67,42,42,7,44,0,False
Male,50,8,1,17,9,735,23,15,13,0,53,1,True
Female,40,16,0,20,1,415,66,73,27,5,12,0,False
Male,25,11,1,11,25,835,52,26,19,0,50,1,True
Female,50,20,0,4000,0,360,69,33,49,7,47,0,False
Male,7,5,0,2000,1,100,34,12,42,7,14,0,False
Male,53,22,0,3000,1,405,73,50,27,7,44,0,False
Female,50,23,1,4000,0,260,63,58,49,7,38,0,False
Male,39,8,1,11,34,680,43,5,18,0,59,1,True
Female,90,23,0,2000,1,515,72,47,36,5,29,0,False
Female,94,16,0,4000,0,225,54,13,20,6,36,0,False
Male,58,23,0,3000,1,240,64,35,36,6,17,0,False
Male,54,22,0,4000,1,535,71,56,28,6,40,0,False
Male,54,6,1,29,24,845,41,6,18,1,62,1,True
Male,75,19,0,3000,0,230,74,50,22,5,25,0,False
Male,12,7,1,19,33,805,48,19,13,3,68,1,True
Male,17,11,0,18,6,680,23,26,19,1,53,1,True
Female,89,16,1,4000,0,245,73,57,32,5,12,0,False
Female,48,19,0,14,3,365,65,84,50,6,22,0,False
Male,21,6,1,72,10,845,20,2,5,0,86,1,True
Male,51,12,1,10,15,910,26,24,16,3,82,1,True
Female,46,24,1,1992,0,447,62,37,32,4,23,1,False
Male,76,22,1,3000,0,425,67,38,26,6,13,0,False
Female,71,18,1,2000,0,230,24,8,45,7,12,0,False
Female,56,16,0,9000,1,490,70,39,44,5,15,0,False
Female,72,23,0,2000,0,445,71,52,35,7,28,0,False
Female,67,16,0,2000,1,545,67,33,31,7,38,0,False
Male,25,10,0,38,30,945,42,13,10,2,83,1,True
Female,77,23,0,17000,1,105,69,38,37,5,34,0,False
